student_id,age,gender,residency,socioeconomic_status,parental_education,family_income,distance_to_university,study_hours_weekly,attendance_rate,library_usage,extracurricular_activities,internet_access,device_ownership,previous_grade,math_score,science_score,english_score,study_group_participation,scholarship_status,campus_housing,part_time_job,commute_time,sleep_hours,stress_level,course_load,faculty,year_of_study,mobile_money_usage,health_status,academic_performance,study_hours_binned,total_score
2390,19,Female,Urban,Middle,Secondary,20510.54,32.7,11.3,0.792791997,11.4,Sports,Yes,Smartphone,83.1,74.6,74.1,58.6,No,Partial,Off-Campus,Yes,49.3,8.6,High,14,Arts,3rd,2232.87,Fair,Average,Moderate,69.1
2391,25,Male,Urban,Middle,Tertiary,37233.4,57.5,20.5,0.921705614,0,Clubs,Yes,None,79.1,45,84.9,50.8,Yes,Full,On-Campus,No,34.5,3.2,High,21.1,Arts,1st,5749.95,Fair,Good,High,60.233333333333334
2392,22,Male,Rural,Low,Primary,19893.51,66,20.2,0.706203773,4.5,Sports,Yes,Smartphone,92.3,63.3,49.2,76.5,Yes,None,On-Campus,Yes,41.9,6.7,High,8.8,Business,4th,4840.21,Good,Poor,High,63
2393,28,Male,Urban,Middle,Tertiary,25412.03,3.9,11.8,0.946046881,2.7,Sports,Yes,Smartphone,75.1,72.2,40.8,55.5,Yes,None,Off-Campus,No,8.5,6.2,Moderate,12.9,Business,1st,3003.14,Fair,Good,Moderate,56.166666666666664
2394,18,Female,Urban,Low,Secondary,24726.38,20.9,13.3,0.749791543,6.8,Clubs,Yes,Laptop,55.5,65.8,56,58.1,Yes,None,Off-Campus,Yes,28.3,7.5,High,17.3,Engineering,1st,5251.81,Good,Average,Moderate,59.96666666666667
2395,18,Female,Urban,Low,Secondary,42174.12,24.1,7.9,0.857293178,8.8,Sports,No,Both,43,63.5,77,41.8,No,None,On-Campus,No,15.4,8.1,Moderate,15,Sciences,4th,2524.03,Good,Poor,Low,60.766666666666666
2396,22,Female,Rural,Middle,Primary,9092.51,95.5,24.8,0.889425314,2.3,Both,Yes,None,91.5,66.4,87.5,67.3,Yes,Full,Off-Campus,No,-10.3,6.7,High,16,Education,1st,6371.21,Good,Good,High,73.73333333333333
2397,17,Male,Urban,Low,Secondary,20145.39,91.9,13.9,0.59180705,9.4,Clubs,Yes,None,40.6,59.6,35.3,54.4,No,None,On-Campus,Yes,50.6,6.5,Moderate,21.7,Engineering,3rd,4736.8,Good,NA,Moderate,49.766666666666666
2398,22,Male,Rural,Middle,Tertiary,22960.7,24.2,13.4,0.903217556,3.5,Clubs,No,None,48.3,48.6,64,57.6,No,Full,Off-Campus,No,44.1,4.4,Moderate,19.5,Business,1st,5184.79,Fair,Good,Moderate,56.733333333333334
2399,21,Female,Rural,Low,None,108.54,3.3,11.1,0.514558296,8.2,Clubs,Yes,Both,98.6,67.9,43.6,80.2,No,None,Off-Campus,No,7.4,6.4,Low,16.1,Engineering,4th,1985.49,Excellent,Average,Moderate,63.900000000000006
2400,27,Male,Rural,High,Primary,-6116.19,59.6,10.9,0.624672126,5,Both,No,None,56.8,66.9,67.1,40.4,No,None,On-Campus,No,21.1,5.7,Moderate,15.7,Arts,3rd,342.09,Excellent,Average,Moderate,58.13333333333333
2401,22,Female,Urban,Middle,Primary,156.89,90.1,19.4,0.988062472,7,None,No,Smartphone,84.8,65.1,66.5,54.1,No,Partial,Off-Campus,Yes,20.4,6.9,Moderate,15.3,Arts,3rd,3747.94,Excellent,Excellent,Moderate,61.9
2402,19,Male,Rural,Middle,Secondary,14788.25,84.2,14.3,0.603246605,5.1,Sports,Yes,Laptop,99.3,67.5,70.9,67.5,No,None,Off-Campus,No,36.4,4.9,Low,7.1,Sciences,3rd,3532.07,Fair,Good,Moderate,68.63333333333334
2403,28,Male,Urban,Low,Secondary,40219.22,57.4,12.5,0.7481949566658948,5.2,Clubs,Yes,Both,50.2,68.2,65,61,Yes,None,On-Campus,Yes,37.1,8.5,High,13.8,Engineering,2nd,-645.14,Good,NA,Moderate,64.73333333333333
2404,25,Male,Urban,Low,Primary,42995.82,74.9,25,0.7481949566658948,7.5,Both,No,Both,70.9,83.1,49.9,70.1,No,None,Off-Campus,No,48.3,7.9,Low,15.9,Business,1st,634.6,Fair,NA,High,67.69999999999999
2405,23,Male,Urban,Low,Primary,30420.17,62.6,12.5,0.728443772,9.1,None,Yes,Smartphone,89.5,54.3,35.6,82.3,No,Partial,On-Campus,Yes,15.4,5.8,Low,13.5,Engineering,4th,2994.8,Fair,Good,Moderate,57.4
2406,28,Male,Urban,High,Secondary,25126.72,15.5,9.6,0.907254269,3,Sports,Yes,Smartphone,40.7,57.8,58.6,80.4,No,Partial,Off-Campus,No,15.5,6,Low,17,Education,4th,4204.36,Good,Good,Low,65.6
2407,26,Male,Urban,Middle,Secondary,32164.3,75.7,6.9,0.647253764,6,Both,Yes,Both,57.8,38.7,39.7,72,Yes,None,On-Campus,No,19,7.6,Moderate,10.6,Business,1st,429.42,Fair,Poor,Low,50.13333333333333
2408,29,Male,Urban,Middle,Secondary,47686.67,87,4.8,0.849561658,5.6,Both,Yes,Laptop,86.9,51.8,76.3,74.6,No,Partial,Off-Campus,No,6.9,5.2,Moderate,15.8,Sciences,4th,89.34,Good,Average,Low,67.56666666666666
2409,30,Female,Urban,Middle,None,20429.41,93.7,19,0.580956791,3.3,Sports,Yes,Both,97.7,55.5,92.8,51.7,Yes,None,Off-Campus,No,38.8,8.8,Moderate,15.5,Engineering,4th,2252.59,Fair,Good,Moderate,66.66666666666667
2410,28,Male,Rural,Middle,Secondary,15888.94,91.5,17.7,0.937662898,9.3,Clubs,Yes,Smartphone,67.6,63.9,56,64.8,No,None,Off-Campus,No,14.2,6.7,Low,16.8,Engineering,2nd,7502.81,Excellent,Excellent,Moderate,61.56666666666666
2411,26,Female,Rural,Middle,Secondary,10618.11,88.2,13.7,0.625179709,8,Clubs,Yes,Both,90,60,55,54.4,No,None,On-Campus,Yes,34.9,8.5,Moderate,13.7,Education,4th,3172.9,Good,Poor,Moderate,56.46666666666667
2412,24,Female,Rural,Low,Primary,40070.62,78.7,19.9,0.90465229,2.5,Sports,Yes,Smartphone,62.1,53.8,47.3,63.4,Yes,None,Off-Campus,No,25.6,5.8,High,6,Arts,4th,1516.31,Excellent,Average,Moderate,54.83333333333333
2413,26,Female,Urban,Middle,Secondary,10411.76,99.3,23.5,0.89600113,5.9,Sports,Yes,Smartphone,82,66.6,68.1,70.7,Yes,None,On-Campus,No,60.5,6.8,Moderate,12.7,Education,1st,2834.43,Good,Excellent,High,68.46666666666667
2414,26,Male,Urban,High,None,20078.03,26.1,16.8,0.857688881,6.3,Both,Yes,None,78.8,59.6,67.5,56.9,Yes,None,Off-Campus,No,37.9,6.8,Moderate,16.4,Education,3rd,6288.23,Good,NA,Moderate,61.333333333333336
2415,20,Female,Rural,Low,Tertiary,20642.73,84.1,16.7,0.650563702,5,Sports,Yes,Smartphone,93.7,75.4,64.8,58.6,Yes,None,On-Campus,Yes,2.3,4.5,High,14.8,Engineering,4th,1216.54,Excellent,Average,Moderate,66.26666666666667
2416,28,Female,Urban,Low,Tertiary,32733.59,66,16.9,0.561484747,5.9,Both,Yes,Both,99.4,66.6,43.1,66,No,None,On-Campus,No,37.1,6.3,Moderate,19.4,Education,4th,-1141.02,Excellent,Average,Moderate,58.56666666666666
2417,26,Male,Urban,Middle,None,25308.745,44.8,13.3,0.696141258,9.5,Both,Yes,Both,96.5,77.7,66.2,86.8,No,Partial,On-Campus,Yes,28.2,8.1,High,19.2,Education,3rd,2688.89,Fair,Good,Moderate,76.9
2418,24,Female,Rural,Low,Primary,35042.3,43.7,13.9,0.749743838,7.9,Both,Yes,Smartphone,50.9,44.2,54.6,58.8,Yes,Partial,Off-Campus,No,32.1,6.6,Moderate,17.3,Education,4th,5278.5,Excellent,Average,Moderate,52.53333333333333
2419,22,Male,Rural,Middle,Tertiary,8739.88,58.7,14.5,0.596720747,9.4,Both,Yes,Smartphone,95.3,21.8,65.1,67.4,Yes,None,On-Campus,No,26,10.5,Moderate,10.7,Education,4th,-808.23,Good,Average,Moderate,51.43333333333334
2420,29,Male,Urban,Low,Tertiary,33174.81,9.6,3.7,0.818141666,5.6,Clubs,Yes,None,76.8,56.1,67.8,67.8,No,Partial,Off-Campus,Yes,23.9,6.6,Low,12.7,Education,2nd,2150.81,Good,Good,Low,63.9
2421,29,Female,Urban,Middle,Primary,25025.78,37.3,4.8,0.687642645,6.3,Sports,Yes,Laptop,45.2,73.8,68.6,52.7,No,Partial,Off-Campus,No,21.6,6.2,Low,12.9,Sciences,4th,3401.16,Excellent,Good,Low,65.03333333333333
2422,28,Male,Rural,Low,Primary,31897.73,77.6,20.7,0.514048694,10.3,Both,Yes,Both,98.8,56.2,57.1,53.8,Yes,Full,On-Campus,No,23.5,6.5,High,14.1,Engineering,1st,4448.51,Excellent,Average,High,55.7
2423,30,Female,Urban,Low,Primary,14483.58,76.8,12.8,0.601043592,7.3,Both,No,Laptop,41.2,75,42.2,63.9,No,None,On-Campus,Yes,11.5,5.4,Low,14.5,Engineering,4th,6072.55,Good,Good,Moderate,60.36666666666667
2424,18,Male,Urban,Low,Secondary,34149.23,82,7.5,0.880310489,1.9,Both,Yes,None,78.4,79.1,66.9,72.6,No,Partial,On-Campus,No,32.5,7,Moderate,18.5,Education,1st,3563.79,Excellent,Excellent,Low,72.86666666666666
2425,20,Male,Rural,Middle,Primary,41468.59,60.8,14.8,0.883307992,3.2,Both,No,Smartphone,66.6,49.7,42.6,97.1,No,Partial,Off-Campus,No,38.5,8.6,High,14.4,Sciences,2nd,5963.42,Fair,Average,Moderate,63.13333333333333
2426,24,Female,Urban,Low,Primary,25308.745,66.8,9.9,0.637866787,8.5,None,Yes,Both,47.7,61.9,42.3,86.9,No,None,Off-Campus,No,58.9,6.6,Low,15.8,Education,4th,5045.25,Fair,Good,Low,63.7
2427,22,Female,Urban,Low,Secondary,24464.49,46.8,23.7,0.943128286,5,Both,Yes,Both,45.7,45,68.7,48.3,No,Partial,Off-Campus,Yes,13.9,5.3,High,10,Education,2nd,1997.15,Good,Excellent,High,54
2428,21,Female,Rural,Low,Primary,21986.95,98.3,21.6,0.997627342,9.3,Sports,Yes,Both,69.3,59.2,38.5,66.6,Yes,None,On-Campus,No,41.3,7,High,11.1,Business,4th,1949.95,Good,Good,High,54.766666666666666
2429,24,Female,Urban,Middle,Primary,39860.96,44,12.9,0.643100289,7.6,None,Yes,None,91.4,36.1,55.8,61.1,Yes,None,Off-Campus,No,56.2,6.1,Moderate,16,Engineering,2nd,4258.61,Good,Average,Moderate,51
2430,21,Male,Urban,Low,Secondary,5430.56,0.2,19.2,0.783193186,8.7,Clubs,Yes,None,92.6,59.6,59.2,69.3,No,Full,On-Campus,Yes,45.5,10.2,Low,15.3,Education,4th,5236.46,Excellent,NA,Moderate,62.7
2431,24,Male,Urban,Low,Primary,36622.24,36.3,18.2,0.507926953,5.8,Sports,Yes,Smartphone,90.9,59.6,64.4,74.2,Yes,Partial,On-Campus,No,17.5,7.8,High,20.4,Business,1st,2208.56,Fair,NA,Moderate,66.06666666666666
2432,18,Female,Urban,Middle,Secondary,62104.39,42.8,9.2,0.587772303,1.3,Clubs,Yes,Laptop,65.6,51.3,66.6,61.1,No,None,On-Campus,No,32.5,7.7,High,17.9,Arts,1st,2055.8,Fair,Poor,Low,59.666666666666664
2433,20,Female,Urban,Middle,Secondary,12593.28,33.1,12.9,0.540532184,10.1,Sports,Yes,Smartphone,53.5,50.1,63.3,78.1,Yes,None,On-Campus,Yes,44.3,5.3,Moderate,12.2,Education,4th,3596.82,Good,Good,Moderate,63.83333333333333
2434,25,Female,Urban,High,Tertiary,7517.04,31.8,20.8,0.765152713,7.4,Clubs,Yes,Both,83.1,55.6,58.6,55.3,Yes,None,On-Campus,Yes,42.1,3.6,High,12.3,Business,2nd,3016.1,Good,Good,High,56.5
2435,25,Male,Rural,Low,Tertiary,-12718.855,94.1,7,0.708820085,8.1,None,No,Smartphone,86.7,60.4,64.1,63,No,Full,On-Campus,Yes,26.5,6,High,15.1,Arts,1st,2797.49,Excellent,Poor,Low,62.5
2436,19,Female,Rural,Low,Secondary,15973.82,11.3,23.8,0.9101359,1.3,Clubs,Yes,Laptop,54.1,55.6,84.8,36.1,No,None,On-Campus,No,40.3,8.4,Low,18.6,Engineering,4th,3638.81,Fair,Excellent,High,58.833333333333336
2437,21,Female,Urban,Low,Secondary,35428.12,86.6,17.5,0.958225939,3.6,None,Yes,None,48.5,69.8,60.2,64,No,Partial,Off-Campus,Yes,31.8,8,High,11.9,Business,4th,1555.45,Excellent,Good,Moderate,64.66666666666667
2438,24,Female,Urban,Middle,Primary,1976.42,95.9,22.8,0.528230856,11.5,Clubs,Yes,Smartphone,94.4,49,74.7,60.4,No,None,On-Campus,Yes,30.2,6.7,Low,18.5,Business,2nd,2629.42,Fair,Excellent,High,61.36666666666667
2439,21,Female,Urban,Low,None,57814.71,78,14.1,0.645570855,8.6,None,Yes,Laptop,70.2,45,91.3,72.4,Yes,Partial,Off-Campus,No,30.2,5.5,High,13.7,Education,3rd,5366.12,Fair,Poor,Moderate,69.56666666666666
2440,28,Female,Rural,Middle,Secondary,-12718.855,64.4,18,0.589974155,5.7,Both,No,Smartphone,74.9,53.9,60.8,58.9,No,None,On-Campus,No,51.8,8.1,Moderate,14.4,Sciences,3rd,5303.43,Fair,Average,Moderate,57.86666666666667
2441,20,Female,Rural,Middle,Primary,10446.41,68.2,14.4,0.986433629,2.8,Sports,Yes,None,85.7,84.3,75.7,56.5,No,None,On-Campus,No,34.3,5.5,Moderate,21.6,Business,4th,5010.16,Good,Excellent,Moderate,72.16666666666667
2442,19,Male,Urban,Middle,Secondary,30277.45,93.6,23.2,0.815101721,11.3,Clubs,No,Smartphone,68.5,50.6,79.6,49.9,Yes,Partial,On-Campus,No,29,8.3,Low,16.7,Arts,3rd,2114.96,Excellent,Excellent,High,60.03333333333333
2443,18,Male,Rural,High,Tertiary,7210.44,21.8,15.6,0.805958365,9.4,None,Yes,Smartphone,58,72.8,60.4,60,Yes,None,Off-Campus,No,34.5,6.3,Low,14,Sciences,3rd,6455.3,Good,Excellent,Moderate,64.4
2444,19,Male,Urban,Middle,Tertiary,-3557.51,81.3,18,0.841769083,6,None,Yes,Both,79.2,78.1,50.8,57.3,No,None,On-Campus,No,70.7,4.3,High,13.2,Arts,4th,466.43,Fair,Good,Moderate,62.06666666666666
2445,24,Female,Rural,Low,Tertiary,18525.5,80.3,11.3,0.705667657,3.6,Sports,Yes,Smartphone,49.9,68.4,66.5,51.2,No,None,On-Campus,Yes,11.7,3.5,High,14.2,Business,3rd,2478.24,Good,Poor,Moderate,62.03333333333334
2446,29,Male,Rural,Middle,Primary,-5744.42,35.2,9.8,0.597867559,2,Both,Yes,Both,46,49.2,67.8,88.1,No,None,On-Campus,No,24.5,5.9,Moderate,16.2,Education,2nd,4994.59,Excellent,Good,Low,68.36666666666666
2447,25,Male,Urban,Low,Secondary,17249.7,55.6,7.6,0.888552104,7.3,Sports,Yes,Smartphone,48.9,60.6,55.8,73.8,No,Full,Off-Campus,No,24.8,8.8,Moderate,19.1,Arts,4th,3540.39,Excellent,Good,Low,63.4
2448,21,Female,Rural,Middle,Secondary,14126.98,82.8,14.9,0.54551905,3.7,None,Yes,Both,54.6,68,79.7,53.9,Yes,None,Off-Campus,No,47.9,7.4,Low,15.4,Business,4th,4153.82,Good,Excellent,Moderate,67.2
2449,22,Male,Rural,Low,Primary,14342.34,16.4,8.9,0.547565025,5.9,Sports,Yes,Both,40.4,66.2,49.7,74.2,No,None,Off-Campus,No,52,7.6,Low,12.9,Engineering,1st,2194.7,Good,Average,Low,63.36666666666667
2450,25,Male,Rural,Middle,Tertiary,49937.3,86.2,14,0.966463406,10.6,Both,Yes,Laptop,71.4,50.8,57,48.6,No,None,On-Campus,Yes,45.3,8.6,High,10,Sciences,1st,4792.75,Good,Good,Moderate,52.13333333333333
2451,24,Male,Urban,Middle,Tertiary,24938.7,73.1,3,0.948620852,5.8,Clubs,Yes,Both,89.5,64.1,55.4,76.4,Yes,None,Off-Campus,No,24.6,5,Moderate,14.7,Sciences,2nd,-343.55,Fair,Average,Low,65.3
2452,20,Male,Urban,Middle,Tertiary,35728.63,3.6,22.8,0.96343448,2.6,Both,Yes,None,72.9,56.4,42.5,60.8,Yes,Partial,Off-Campus,No,14.5,7.1,High,18.2,Education,4th,4053.15,Fair,Average,High,53.233333333333334
2453,24,Male,Urban,Middle,Primary,54977.05,94.6,14.3,0.513171441,2.9,None,Yes,Laptop,88.4,49.7,68.5,86.5,Yes,None,Off-Campus,No,31.2,5.1,Moderate,16.7,Arts,1st,-1762.98,Fair,Excellent,Moderate,68.23333333333333
2454,23,Male,Rural,Middle,Primary,39143.07,10.9,18,0.801121126,-0.7,None,No,Smartphone,85.9,75.6,69.7,86.8,Yes,Partial,On-Campus,No,66.8,8.4,Low,16.2,Arts,4th,3135.74,Good,Good,Moderate,77.36666666666666
2455,26,Male,Urban,Middle,Primary,25308.745,36.4,19.1,0.942043323,6.3,Clubs,Yes,Laptop,42.7,57.6,40.5,60.5,Yes,Full,On-Campus,Yes,46,6.5,High,6.1,Business,4th,1909.64,Good,Good,Moderate,52.86666666666667
2456,25,Female,Rural,Low,Secondary,38193.48,40.4,6.9,0.562311876,0.9,Both,Yes,Both,91.6,57.3,64.4,90.7,No,None,Off-Campus,Yes,36.3,8.5,High,13.7,Engineering,2nd,5365.56,Excellent,Poor,Low,70.8
2457,23,Male,Urban,Low,Primary,28977.58,35.1,16.2,0.727957082,10.8,Clubs,Yes,None,52.6,37.5,33.2,55.8,No,None,On-Campus,Yes,13.1,6.1,Moderate,11.3,Education,1st,3623.16,Excellent,Average,Moderate,42.166666666666664
2458,28,Male,Urban,Low,Tertiary,3767.48,12.1,18.3,0.930431537,4.2,None,Yes,Smartphone,72.5,82.8,45.1,65.7,Yes,Partial,Off-Campus,No,24.1,9.3,Moderate,16.7,Arts,2nd,5174.82,Fair,Excellent,Moderate,64.53333333333333
2459,22,Female,Urban,Middle,Tertiary,27669.23,14,13.5,0.539793923,1.9,Sports,Yes,Both,94.3,64.5,54.8,61.7,Yes,Partial,On-Campus,Yes,35.1,7.6,Low,14,Sciences,1st,3787.1,Fair,Average,Moderate,60.333333333333336
2460,26,Male,Urban,Middle,Secondary,16471.81,64.7,20.3,0.739051166,3.4,Sports,Yes,Laptop,55.6,40.5,64.2,56.4,Yes,Full,On-Campus,Yes,44.1,6,Moderate,15.6,Sciences,1st,7401.42,Good,Excellent,High,53.7
2461,26,Male,Rural,Low,None,62849.91,26,15.1,0.648222963,7.1,None,No,Smartphone,66.7,54.1,81.4,77.1,No,None,Off-Campus,Yes,56.2,6.7,Low,22.4,Engineering,2nd,3533.98,Excellent,Good,Moderate,70.86666666666667
2462,26,Male,Rural,Low,Primary,33195.97,64.7,7.9,0.980824137,6.4,None,Yes,Laptop,78.2,49.2,82.5,58.2,Yes,Partial,On-Campus,Yes,50.8,6.3,Low,14.3,Arts,3rd,5745.79,Excellent,Average,Low,63.300000000000004
2463,27,Female,Rural,Low,Secondary,7908.88,4.8,8.7,0.864753307,5.2,Sports,No,Smartphone,69.7,58,49,67.7,No,None,On-Campus,Yes,12,4.3,High,10.8,Sciences,3rd,2731.57,Fair,Poor,Low,58.233333333333334
2464,20,Other,Rural,Low,None,39222.04,82.5,5.7,0.533032419,5.5,None,Yes,Smartphone,66.3,55.3,73.8,95.8,No,None,Off-Campus,No,17.7,4.8,Moderate,13.9,Business,3rd,2948.71,Excellent,Poor,Low,74.96666666666667
2465,29,Male,Rural,Middle,Secondary,8478.2,60.5,21.9,0.532722642,5.4,Clubs,Yes,Both,66.4,64.6,49,63.2,No,None,Off-Campus,No,41.1,6.4,High,16.2,Education,4th,6377.43,Excellent,Poor,High,58.93333333333333
2466,21,Male,Urban,Middle,Secondary,24592.14,4.4,14.4,0.714449441,6.8,Both,No,Both,89.5,76.3,66.5,80.2,No,Partial,On-Campus,No,45.4,5.2,High,15,Business,3rd,2819.11,Fair,Average,Moderate,74.33333333333333
2467,21,Female,Urban,Middle,Secondary,48354.57,2.3,9.2,0.742187901,11.5,None,Yes,Laptop,81.2,64,51.5,66,Yes,None,Off-Campus,No,23,7.1,High,16.5,Engineering,1st,4843.75,Excellent,Poor,Low,60.5
2468,18,Male,Rural,Middle,Secondary,22280.94,8.1,12.9,0.510952363,5.1,Clubs,Yes,Laptop,40.8,62.4,38.5,62.4,Yes,None,Off-Campus,No,43.5,9,High,17.9,Sciences,2nd,2007.34,Fair,Poor,Moderate,54.43333333333333
2469,28,Male,Rural,Low,Secondary,25308.745,57.7,25.7,0.547145719,2.6,Clubs,Yes,Smartphone,89.8,52.5,76.8,55.8,Yes,None,Off-Campus,No,31.4,8.1,Moderate,12.2,Arts,3rd,4867.36,Fair,Excellent,High,61.699999999999996
2470,20,Male,Rural,Low,Primary,43049.82,58.6,9.3,0.516219909,4.4,Sports,Yes,Both,84.1,45.7,50.8,55.1,Yes,Partial,Off-Campus,Yes,30.1,5.2,High,14.9,Engineering,4th,2588.56,Good,Poor,Low,50.53333333333333
2471,18,Female,Urban,Low,Primary,17634.1,66.9,19.8,0.951890879,7,Sports,Yes,Smartphone,64.3,82.2,94.2,35,No,None,On-Campus,No,28.8,8.2,Low,17,Engineering,3rd,898.03,Excellent,Excellent,Moderate,70.46666666666667
2472,24,Female,Rural,Middle,Primary,40365.59,67.5,18,0.636456254,4.2,Both,Yes,Both,69.5,52.2,69.4,67.5,Yes,None,On-Campus,Yes,27.3,7.4,High,13.9,Sciences,2nd,1836.14,Fair,Average,Moderate,63.03333333333334
2473,22,Female,Urban,Low,Secondary,36155.39,77.2,14.5,0.92609042,5,Clubs,Yes,Both,76,75.3,73.2,61.4,Yes,None,Off-Campus,Yes,35.7,4.2,Low,22.6,Sciences,4th,3614.42,Good,Excellent,Moderate,69.96666666666667
2474,17,Female,Urban,Middle,Secondary,47553.34,14.9,15,0.7481949566658948,4.1,None,Yes,None,48.7,74.9,61.9,77.3,Yes,None,Off-Campus,No,56.8,7.5,Low,13.5,Engineering,3rd,777.4,Excellent,NA,Moderate,71.36666666666667
2475,21,Female,Urban,Middle,Tertiary,22633.67,46.5,23.8,0.940104952,4.9,Sports,No,Laptop,43.5,87.5,56.9,85,No,Partial,Off-Campus,No,24.5,6.2,Moderate,11.4,Engineering,1st,3544.63,Good,Excellent,High,76.46666666666667
2476,28,Male,Urban,Middle,Secondary,38615.68,21.1,26.2,0.833193426,1.4,None,No,None,53.4,61.8,54.1,40.9,Yes,None,On-Campus,No,25.7,6.9,High,16.4,Business,3rd,2473.01,Good,Good,High,52.266666666666666
2477,22,Female,Urban,Low,Secondary,29887.72,6.1,22.2,0.791124898,8.8,None,Yes,None,47.9,53.2,43,24.2,No,Partial,Off-Campus,No,38.2,6.6,Moderate,13,Arts,1st,3071.03,Fair,Good,High,40.13333333333333
2478,30,Female,Urban,Low,None,44471.14,20.6,17.7,0.752688167,8.3,Sports,Yes,Laptop,51.8,79.3,66,41.3,No,None,Off-Campus,Yes,38.1,8,Low,10.7,Arts,2nd,139.28,Excellent,Excellent,Moderate,62.199999999999996
2479,22,Other,Urban,Low,Primary,59482.09,39.4,5.4,0.851123063,6.3,Sports,Yes,Both,61.2,45,54.2,44.5,Yes,None,Off-Campus,No,39.8,6.6,High,18.5,Business,3rd,5898.93,Good,Poor,Low,47.9
2480,27,Female,Urban,Middle,Tertiary,16727.97,4.9,13.9,0.798128963,7.9,Clubs,Yes,None,49.4,72.1,44.8,59.8,No,Partial,Off-Campus,No,44.9,6.6,Moderate,19.3,Education,2nd,3980.62,Good,Good,Moderate,58.9
2481,25,Female,Rural,Middle,Primary,18988.69,97.1,13.8,0.690017953,1.7,Both,Yes,Smartphone,69.9,53.2,53.7,50.3,Yes,Partial,On-Campus,No,24.8,3.2,Moderate,15.5,Business,1st,1044.58,Excellent,Average,Moderate,52.4
2482,20,Female,Urban,Low,Primary,-5764.98,52.9,5,0.783426587,7.2,Sports,Yes,None,46.3,77.9,69.9,62.6,No,None,On-Campus,No,44,8,High,11.6,Business,3rd,2966.86,Excellent,Poor,Low,70.13333333333334
2483,27,Male,Rural,Middle,Secondary,63402.565,66.4,14.4,0.957819386,3.4,None,Yes,Laptop,76.4,74,51.8,87,No,Partial,Off-Campus,No,55.9,8,Moderate,16.7,Sciences,2nd,1577.19,Fair,Excellent,Moderate,70.93333333333334
2484,20,Female,Urban,Middle,Primary,35806.89,69.4,13.9,0.969047395,1.9,Both,Yes,Smartphone,69.6,70.6,79.6,61.8,No,None,Off-Campus,No,45.1,3.5,High,11.3,Engineering,4th,3204.5,Fair,Good,Moderate,70.66666666666666
2485,19,Male,Urban,Low,Primary,28358.43,9.4,10.8,0.909162367,6.5,Both,Yes,Both,53.8,96.5,56.6,85.9,No,Partial,On-Campus,Yes,15.2,6.5,Moderate,20.1,Business,3rd,2707.63,Good,Excellent,Moderate,79.66666666666667
2486,19,Female,Urban,Low,Secondary,13397.94,60.7,24.4,0.566443325,0.3,Clubs,No,Laptop,68.9,41.4,64.5,38.3,No,None,Off-Campus,No,1.2,3.1,Moderate,13.9,Business,3rd,1918.71,Excellent,Poor,High,48.06666666666666
2487,22,Female,Rural,Middle,Secondary,19554,46.7,13.6,0.933987563,6.5,Clubs,Yes,Smartphone,62.9,48.3,67.1,50.8,No,None,Off-Campus,No,42.5,6.2,Moderate,16.1,Education,4th,-113.51,Good,Excellent,Moderate,55.4
2488,21,Male,Rural,Low,Tertiary,38273.45,78.8,14.4,0.598854151,4.6,None,Yes,Smartphone,98.6,36.7,51.6,53.3,No,Partial,Off-Campus,Yes,-3.9,7.5,High,12,Arts,3rd,3568.2,Good,Poor,Moderate,47.2
2489,18,Male,Rural,Middle,Primary,31951.13,90.8,21,0.527038879,10.5,Both,Yes,None,82.8,59.4,52.1,75,No,Full,On-Campus,Yes,29.1,8,Moderate,19.3,Engineering,2nd,2204.42,Good,Excellent,High,62.166666666666664
2490,23,Female,Urban,Low,Primary,49237.2,93.9,4.3,0.776196798,3,Clubs,Yes,Laptop,60.8,34.8,58,69.5,No,None,On-Campus,No,19.4,7.9,Moderate,16.7,Engineering,1st,663.38,Fair,Average,Low,54.1
2491,21,Male,Urban,High,Primary,-799.56,30.2,27.1,0.631786477,5.8,Both,No,None,98,59.9,45.6,84.1,Yes,None,Off-Campus,No,2.7,3.1,High,12.2,Sciences,4th,1480.13,Excellent,Good,High,63.199999999999996
2492,28,Female,Urban,Middle,Tertiary,25308.745,39,9.5,0.820745415,8.2,Clubs,Yes,None,40.7,48.3,103.4,72.6,No,Full,On-Campus,No,6.6,6.9,High,11.6,Sciences,3rd,3250.22,Excellent,Poor,Low,74.76666666666667
2493,23,Male,Urban,Low,Primary,16923.32,41.3,15.5,0.767356475,6.5,Both,Yes,Laptop,81.3,34.8,46.2,61.1,Yes,None,On-Campus,Yes,47.9,8.3,High,13,Education,4th,1773.37,Fair,Poor,Moderate,47.36666666666667
2494,24,Other,Urban,Low,Secondary,52644.97,63.6,11.9,0.901276962,5.3,Both,Yes,Laptop,85.3,72.1,18.1,49.3,Yes,Partial,On-Campus,No,48.5,7,Moderate,21.7,Engineering,3rd,1921.45,Fair,Average,Moderate,46.5
2495,21,Female,Urban,Low,Secondary,26820.22,93.4,18.9,0.730978965,7.1,Clubs,Yes,Both,54,53.1,47.1,91.3,No,None,Off-Campus,No,15.5,6.9,Low,8.4,Engineering,2nd,1667.67,Good,Excellent,Moderate,63.833333333333336
